,Song_Name,Artist,Length,Bpm,Key,Loudness,Popularity,Energy,Speechiness,Danceability,Positiveness,Liveness,Instrumentalness,Release_Date,Country_Code
7673,New Years Eve 2013 - Original Mix,Gabriel Louis,05:32,195,A# Minor,-12.98db,0%,61%,33%,42%,8%,10%,73%,31st July 2020,GBWUL2028546
7674,I'm Not the Same,Aaradhna,03:21,78,A# Minor,-5.31db,33%,41%,3%,49%,37%,9%,0%,1st January 2013,NZDR01200028
7675,New Year's Eve 2013 - Original Mix,Gabriel@Louis,05:32,195,A# Minor,-12.98db,0%,61%,33%,42%,8%,10%,73%,1st March 2013,GBKQU1237028
7676,Twinkle Twinkle Little Star,The Kiboomers,01:56,120,C Major,-23.89db,57%,13%,5%,53%,56%,8%,1%,28th June 2013,QMFME1387158
7677,Happy New 2013 Year - Original Mix,Omega Drive,06:33,128,B Major,-9.83db,0%,68%,8%,79%,47%,6%,82%,5th April 2013,DEAR41311676
7678,Migraine,Twenty One Pilots,03:59,174,C Major,-6.52db,68%,68%,15%,69%,41%,25%,0%,8th January 2013,USAT21202942
7679,Many Years Ago - 2013 Remastered Version,Life,06:12,128,D Major,-5.57db,1%,79%,3%,37%,77%,7%,81%,20th June 1971,SEAMA1300404
7680,The Fall,Rhye,03:44,105,F Major,-12.77db,62%,62%,4%,66%,78%,18%,70%,1st January 2013,GBUM71205639
7681,10 years Live Love Life 2013,Misato Watanabe,04:27,121,G Major,-2.37db,3%,94%,10%,59%,56%,71%,0%,10th July 2013,JPES01300948
7682,Paper Hearts,Tori Kelly,03:19,69,D# Major,-10.99db,66%,23%,3%,42%,24%,9%,0%,1st January 2013,USUM71312851
7683,15 Million Light Years Away - 2013 Reunion,Black Oak Arkansas,06:26,78,G Major,-11.46db,0%,46%,3%,52%,23%,12%,1%,15th October 2013,USAT21302584
7684,Another Love - Zwette Edit,"Tom Odell, Zwette",06:34,124,E Minor,-5.83db,67%,55%,6%,87%,46%,12%,7%,27th September 2013,GBARL1301232
7685,Hard Kryptic Records Yearmix 2013 - Mix 2,How Hard,58:51,162,A# Minor,-10.27db,0%,99%,58%,26%,4%,5%,2%,13th December 2013,FR6V82082017
7686,Certain Things,"James Arthur, Chasing Grace",03:53,130,A Major,-8.75db,62%,62%,12%,51%,27%,9%,0%,4th November 2013,GBHMU1300267
7687,15 Million Light Years Away - 2013 Reunion,Black Oak Arkansas,06:26,78,G Major,-11.46db,2%,46%,3%,52%,23%,12%,1%,11th October 2013,USAT21302584
7688,Special Delivery,Bridget Kelly,04:02,140,G# Major,-7.69db,43%,72%,10%,60%,69%,25%,0%,1st January 2013,TCABJ1236713
7689,15 Million Light Years Away - 2013 Reunion,Black Oak Arkansas,06:26,78,G Major,-11.46db,0%,46%,3%,52%,23%,12%,1%,15th October 2013,USAT21302584
7690,Shepherd of Fire,Avenged Sevenfold,05:23,128,D Major,-7.68db,69%,91%,6%,58%,21%,9%,6%,23rd August 2013,USWB11302490
7691,Csillagok Között - 2013 New Year's Eve Remix,"Kaiko, Mátyás Attila",03:18,140,A Minor,-5.31db,0%,82%,3%,65%,41%,7%,2%,12th December 2012,GBKPL1269358
7692,Brothers On The Slide,Cymande,04:11,110,G Minor,-10.19db,61%,60%,20%,79%,80%,7%,1%,16th August 2013,GB8A91200027
7693,"Chinese New Year Dance (Guzheng Version, 2013)",Larbi Megateli,01:05,113,A Major,-16.64db,0%,7%,7%,49%,9%,10%,90%,17th January 2016,USE831534305
7694,Let Her Go - Acoustic,Passenger,04:26,139,E Minor,-13.96db,56%,7%,5%,56%,25%,11%,0%,29th November 2013,GBMQN1200002
7695,Monster Tunes Yearmix 2013 - Contiunous DJ Mix 1,Mark Eteson,03:42,133,F# Minor,-4.18db,1%,91%,9%,45%,16%,10%,26%,30th December 2013,GB3W41300864
7696,Devil Like Me,Rainbow Kitten Surprise,03:08,123,D Major,-6.83db,66%,63%,16%,68%,56%,11%,0%,19th November 2013,TCABT1491603
7697,Intense (ASOT 794) [Tune Of The Year 2013],"Armin van Buuren, Miri Ben-Ari",03:47,135,D# Minor,-10.3db,2%,83%,4%,58%,17%,29%,6%,15th December 2016,NLF711610169
7698,Got Your Back,"T.I., Keri Hilson",04:34,147,G# Major,-12.82db,50%,47%,50%,55%,65%,40%,0%,29th August 2013,USUYG1033863
7699,Intense [ASOT 644] **Tune Of The Year 2013**,"Armin van Buuren, Miri Ben-Ari",08:46,135,F Minor,-8.89db,4%,77%,7%,58%,17%,25%,0%,19th December 2013,NLF711314276
7700,Survival,Eminem,04:32,176,D Major,-2.98db,66%,90%,21%,46%,44%,13%,0%,5th November 2013,USUM71312879
7701,Party Like It's F**king New Years 2013,Red Titanic,03:56,130,F Major,-8.87db,0%,46%,6%,96%,74%,9%,53%,14th December 2012,US6R21214823
7702,On My Way,Illijah,03:06,65,G# Major,-8.78db,61%,60%,23%,46%,74%,65%,0%,24th October 2013,GB-SMU-14-74559
7703,25 Years 2013 - Shrimps One Dirty Dutch Remix,"Kenny Laakkinen, Michael Ammer, The Catch",04:44,130,C Major,-11.45db,0%,66%,7%,84%,56%,14%,69%,3rd May 2013,DEY201300076
7704,Bravado,Lorde,03:41,176,G Major,-10.34db,61%,54%,9%,49%,4%,17%,3%,1st January 2013,NZUM71200030
7705,300 Years - Live And No Overdubs Version / 2013,Ivy Quainoo,03:40,103,A# Minor,-7.13db,0%,30%,3%,38%,11%,69%,0%,1st January 2013,DEUM71304281
7706,Too Much,"Drake, Sampha",04:21,140,F# Major,-5.88db,59%,57%,51%,67%,14%,12%,0%,1st January 2013,USCM51300752
7707,The Spirit 2013 - Manu Avila 20 Years Remix,Dagon,06:10,127,G Major,-8.12db,0%,84%,6%,80%,40%,6%,85%,30th April 2013,ES5770604396
7708,If I Die Young (Glee Cast Version),Glee Cast,03:41,131,E Major,-7.78db,63%,38%,4%,72%,36%,10%,0%,15th October 2013,USQX91302068
7709,Monster Tunes Yearmix 2013 - Continuous DJ Mix 2,Mark Eteson,03:22,136,C# Major,-6.34db,0%,91%,7%,59%,16%,14%,35%,30th December 2013,GB3W41300865
7710,Happily,One Direction,02:55,117,A Major,-4.78db,69%,89%,4%,62%,82%,15%,0%,25th November 2013,GBHMU1300216
7711,The Spirit 2013 - Manu Avila 20 Years Remix,Dagon,06:10,127,G Major,-8.12db,0%,84%,6%,80%,40%,6%,85%,11th June 2013,ES5770604396
7712,Killem With Kindness,Dizzy Wright,03:28,88,D Minor,-6.77db,58%,61%,24%,71%,60%,9%,0%,19th August 2013,USUYG1033197
7713,Tune Of The Year 2013 [ASOT 644] - Announcement,Armin van Buuren,00:56,172,A# Minor,-7.89db,1%,78%,34%,32%,59%,74%,0%,19th December 2013,NLF711314275
7714,One Way or Another (Teenage Kicks),One Direction,02:37,162,E Minor,-3.12db,68%,87%,7%,49%,41%,59%,0%,17th February 2013,GBHMU1300001
7715,Maybe This Christmas (2013),Years,02:12,90,D Major,-10.62db,0%,33%,3%,53%,17%,15%,24%,12th December 2012,CACWV1839413
7716,Partners in Crime,"Set It Off, Ash Costello",03:31,190,C# Major,-3.44db,68%,94%,6%,38%,82%,12%,0%,25th June 2013,US3X51224501
7717,25 Years 2013 - DJ Novus's kitzelt die M_Schi Remix,"Kenny Laakkinen, Michael Ammer, The Catch",04:32,130,F Minor,-6.59db,0%,78%,6%,80%,45%,56%,84%,3rd May 2013,DEY201300073
7718,DJ Turn It Up,Yellow Claw,03:31,102,C# Major,-5.56db,65%,70%,5%,83%,37%,11%,18%,15th October 2013,USZ4V1300271
7719,Ultim8 Thank U (2013 Final Year Students of Bowen University),Joshua Mike-Bamiloye,05:56,127,G# Major,-10.21db,1%,76%,14%,57%,77%,13%,13%,21st December 2013,TCADO1818998
7720,The Adventures of Barry & Taane!,Anika Moa,03:26,114,E Major,-11.04db,32%,28%,4%,64%,40%,13%,0%,29th November 2013,NZFB81300005
7721,Intro - The Oath - A State Of Trance Year Mix 2013,Armin van Buuren,01:44,85,F# Major,-12.6db,0%,69%,75%,46%,36%,34%,0%,3rd January 2014,NLS241204309
7722,crossing field,LiSA,04:08,179,F Major,-2.28db,72%,98%,27%,45%,32%,28%,0%,30th October 2013,JPE301201741
7723,2013,Noah Nell,03:30,176,D Major,-6.84db,0%,89%,10%,52%,8%,35%,35%,31st May 2020,SE6HN2074033
7724,Hold My Liquor,Kanye West,05:26,107,G# Major,-10.36db,65%,32%,3%,50%,4%,12%,0%,18th June 2013,USUM71307535
7725,2013,ghostkiller,01:51,174,B Minor,-9.51db,0%,85%,4%,41%,50%,22%,44%,9th March 2021,QZNVL2042841
7726,Moonlight Shadow - Remastered,Mike Oldfield,03:38,128,E Major,-9.86db,53%,70%,3%,63%,79%,23%,0%,1st January 2013,GBUM71303848
7727,2013,Kanine the Don,03:29,148,D Major,-9.61db,0%,39%,5%,76%,9%,38%,0%,16th July 2016,ushm21605836
7728,Diana,One Direction,03:04,172,D Major,-4.32db,68%,87%,6%,55%,76%,14%,0%,25th November 2013,GBHMU1300211
7729,2013,AiMajor,03:56,102,C# Major,-5.12db,0%,83%,37%,76%,42%,86%,0%,2nd July 2012,QZHN51902523
7730,Not a Bad Thing,Justin Timberlake,11:28,86,C Major,-9.17db,57%,56%,7%,31%,11%,13%,0%,27th September 2013,USRC11301024
7731,New Years Eve Ultimate Countdown 2013 - Scratch Weapons & Tools Se...,DJ X-Change,00:29,175,G# Major,-17.94db,0%,59%,87%,48%,4%,33%,0%,25th December 2012,USAQB0954072
7732,A World Alone,Lorde,04:54,118,C# Minor,-8.34db,61%,49%,4%,56%,7%,19%,0%,1st January 2013,NZUM71300128
7733,FROM 50 YEARS LATER 2 NOW - Live@aero space station 2013,OVERHEADKiNG,04:45,140,G# Minor,-9.02db,0%,88%,3%,49%,64%,38%,0%,10th February 2010,JPD951000550
7734,She's a Riot,The Jungle Giants,03:41,100,G Major,-3.8db,60%,92%,6%,49%,61%,11%,0%,30th August 2013,AU3J01200001
7735,Superhot (2013),Galgo,03:39,130,C Minor,-10.27db,0%,58%,6%,63%,24%,62%,0%,23rd October 2020,QZMER2031190
7736,Renee,SALES,02:59,109,A Major,-8.18db,69%,39%,5%,92%,42%,12%,0%,23rd June 2013,TCABU1478783
7737,Bananas (2013),Gigi & Pop,02:31,92,C# Major,-10.94db,0%,40%,4%,66%,68%,7%,1%,17th March 2013,uscgj1310207
7738,Get Free,"Major Lazer, Amber Coffman",04:49,88,B Minor,-6.97db,57%,66%,5%,61%,77%,13%,12%,16th April 2013,US38W1229203
7739,Hard Kryptic Records Yearmix 2013 - Mix 1 - Continuously Mixed By Hard...,Hard-Tex,59:08,176,G Major,-8.64db,0%,100%,49%,23%,3%,7%,39%,13th December 2013,FR6V82082016
7740,In Summer,Josh Gad,01:50,77,G Major,-9.54db,61%,34%,18%,50%,68%,59%,0%,1st January 2013,USWD11366378
7741,All City Seven Years in a Row,M.O.T.O.,01:50,96,C# Major,-15.16db,2%,92%,4%,54%,29%,40%,58%,16th April 2013,ushm21378885
7742,Follow Your Arrow,Kacey Musgraves,03:19,196,F Major,-5.93db,67%,65%,4%,45%,58%,10%,0%,1st January 2013,USUM71300707
7743,50 Years of Greening: 2013 Theme Song for Singapore National Parks - B...,Lorraine Tan,03:53,116,F Major,-9.15db,0%,36%,3%,37%,15%,9%,0%,1st August 2013,SGA151568003
7744,Weary Eyed,Ocean Alley,03:27,125,D Major,-3.68db,44%,70%,5%,54%,57%,9%,0%,8th September 2013,TCABQ1343364
7745,50 Years of Greening: 2013 Theme Song for Singapore National Parks - B...,Lorraine Tan,03:14,140,F Major,-7.2db,0%,51%,5%,69%,54%,9%,0%,1st August 2013,SGA151568002
7746,Avant Gardener,Courtney Barnett,05:12,115,C Major,-4.48db,57%,75%,3%,44%,73%,12%,0%,20th June 2021,GBXFC1300066
7747,Rotina 2013,Sound Cloup,06:08,128,C Major,-7.15db,0%,82%,10%,79%,8%,5%,79%,31st December 2017,GBKQU1684157
7748,Land Of The Snakes,J. Cole,04:14,104,D Major,-7.81db,62%,73%,29%,77%,48%,26%,0%,18th June 2013,USQX91301180
7749,He He 2013,Assign Rhythm,07:04,124,F Minor,-10.63db,1%,75%,8%,81%,14%,17%,91%,17th July 2017,GBKQU1343021
7750,Sure Thing - Remix,"Pusha T, Miguel",03:09,84,B Minor,-7.82db,56%,70%,24%,66%,48%,14%,0%,16th March 2013,FR6V81624787
7751,,,00:00,0,,0db,0%,0%,0%,0%,0%,0%,0%,1st January 1970,N/A
7752,New Slaves,Kanye West,04:16,141,C# Major,-4.32db,65%,59%,8%,51%,36%,10%,0%,18th June 2013,USUM71307513
7753,,,00:00,0,,0db,0%,0%,0%,0%,0%,0%,0%,1st January 1970,N/A
7754,,,00:00,0,,0db,0%,0%,0%,0%,0%,0%,0%,1st January 1970,N/A
7755,Trebles 2013,MBrother,03:19,132,C Minor,-5.05db,1%,93%,4%,77%,73%,71%,10%,3rd April 2017,QM92L1600019
7756,Should I Stay or Should I Go - Remastered,The Clash,03:08,113,D Major,-6.44db,65%,84%,11%,74%,85%,42%,0%,26th August 2013,GBARL1200670
7757,Memories Misconstrued (2013),Glenn Murawski,04:06,88,D Minor,-12.77db,0%,47%,3%,44%,33%,13%,41%,11th November 2020,GBSMU9045871
7758,Tennis Court,Lorde,03:18,90,C Major,-8.59db,62%,57%,6%,76%,43%,26%,0%,27th September 2013,NZUM71300023
7759,Revolution - Demo February 2013,Joy/Disaster,03:54,142,A Major,-6.71db,0%,87%,4%,52%,59%,30%,80%,11th September 2014,FR26V1401651
7760,My Head Is A Jungle - MK Remix - Radio Edit,"Wankelmut, Emma Louise, MK",03:25,124,G Minor,-6.68db,50%,78%,4%,67%,41%,27%,0%,1st January 2013,DEAW11300332
7761,Sleep Sleep - 2013,M.K.,01:50,126,A# Major,-20.74db,0%,14%,4%,33%,4%,11%,90%,12th January 2014,DEHY11400074
7762,"Say The Dance, Do The Dance",The Wiggles,01:54,131,C Major,-2.65db,40%,93%,7%,64%,84%,32%,0%,3rd May 2013,AUAB01300270
7763,Jungle Bells - 2013,M.K.,02:38,126,C Major,-13.88db,0%,64%,4%,80%,17%,43%,76%,12th January 2014,DEHY11400073
7764,All Night,Icona Pop,03:07,124,C# Minor,-3.41db,61%,91%,4%,60%,64%,83%,0%,27th August 2013,SEWEE1300703
7765,Cotton Fields - 2013 Mix,The Pogues,02:47,120,C Major,-6.73db,4%,96%,7%,52%,60%,25%,0%,11th March 2013,GBAHT1325199
7766,Alive,"Chase & Status, Jacob Banks",03:26,118,D Minor,-4.17db,53%,84%,6%,33%,19%,13%,2%,1st January 2013,GBUM71306111
7767,Mother Earth (2013),Navab Jalil,05:55,96,B Minor,-14.76db,0%,42%,3%,61%,41%,33%,92%,19th August 2020,GBLV61930414
7768,Ginseng Strip 2002,Yung Lean,02:33,115,C# Major,-9.43db,62%,71%,4%,60%,39%,48%,0%,16th August 2013,SEY491300006
7769,Run (2013),Bruce Gaddy,03:49,78,A Minor,-7db,0%,64%,5%,59%,61%,12%,0%,5th April 2015,uscgj1525312
7770,On Sight,Kanye West,02:36,102,A Minor,-3.18db,64%,47%,33%,61%,52%,28%,0%,18th June 2013,USUM71307527
7771,Luces Fuera - Rework 2013,Jose Paton,07:45,125,F# Major,-10.72db,0%,55%,6%,81%,46%,11%,75%,27th December 2013,QMSNZ1316084
7772,Let It All Out,Sticky Fingers,03:15,107,C Major,-9.48db,48%,60%,3%,57%,53%,91%,0%,8th March 2013,AUUR11300059
7773,Ou Ese - 2013 Mix,DJ Smilk,08:27,126,G Major,-4.77db,0%,94%,6%,74%,46%,18%,93%,25th December 2013,QMSNZ1316725
7774,Fly,Common Kings,03:55,84,B Major,-14.66db,43%,19%,5%,36%,46%,9%,0%,13th August 2013,TCAAY1140161
7775,Lost Soul 2013,DJ DSK,05:46,126,G Major,-5.65db,10%,88%,4%,81%,83%,9%,40%,18th October 2013,DEGD31300625
7776,Objects in the Mirror,Mac Miller,04:19,77,C# Major,-6.63db,64%,66%,5%,65%,19%,11%,0%,18th June 2013,USQY51374457
7777,San Francisco (2013),Adam Gardner,03:58,101,G Minor,-20.4db,0%,14%,3%,62%,24%,32%,0%,16th December 2015,CH6451505943
7778,Fixer Upper,"Maia Wilson, Cast - Frozen",03:02,103,A Major,-6.12db,59%,53%,13%,59%,71%,10%,0%,1st January 2013,USWD11366380
7779,"I, Refuse (2013)","MJ O'Neill, Amorina",04:07,97,C Major,-8.43db,0%,64%,8%,63%,39%,7%,26%,20th June 2021,SEYOK1704949
7780,Dirt,BONES,02:20,136,D# Minor,-7.41db,65%,73%,7%,85%,82%,11%,0%,8th August 2013,CA5KR1567381
7781,Curved Air - 2013 Remix,Reefer Decree,07:48,133,D Major,-9.94db,1%,56%,6%,79%,21%,11%,84%,28th May 2013,DKZVA1360258
7782,Home,Blacklistt,03:29,180,B Major,-6.15db,34%,73%,3%,43%,58%,12%,0%,13th September 2013,NZBJ01300006
7783,Nakhra Tera - 2013,Master Saleem,04:16,112,A# Minor,-3.76db,0%,92%,4%,78%,72%,6%,0%,12th January 2013,INS181300010
7784,PAW Patrol Pup Pup Boogie,PAW Patrol,01:39,120,F# Minor,-8.03db,62%,79%,4%,81%,95%,36%,1%,20th June 2021,CAGUG1800004
7785,Hypnotone - 2013 Remix,"Kev Wright, Jacek Zamojski, 2013",06:29,130,D# Minor,-9.25db,0%,91%,5%,80%,8%,6%,85%,5th December 2014,ITH641489042
7786,Switch Lanes,"Rittz, Mike Posner",03:24,67,F# Major,-6.6db,61%,60%,11%,72%,75%,13%,0%,30th April 2013,USQY51346857
7787,Flashback - 2013 Unfinished Version,Noisuf-X,02:27,148,B Major,-5.7db,2%,96%,19%,79%,57%,8%,8%,30th April 2015,DEOV41500276
7788,If I Lose Myself,OneRepublic,04:01,140,D Major,-6.05db,55%,69%,5%,49%,28%,11%,0%,1st January 2013,USUM71215640
7789,Desperate - Acoustic Edit June 2013,Joy/Disaster,03:57,140,D Minor,-12.17db,0%,36%,3%,58%,39%,16%,3%,11th September 2014,FR26V1401655
7790,Dinosaur Stomp,Mother Goose Club,01:46,102,C Major,-6.05db,57%,43%,7%,90%,89%,10%,0%,21st May 2013,QMXDV1300075
7791,We Grind Everyday 2013,"Marco Dinero, Veuve Ray Dolla, Duce Da Privilege",04:30,136,A# Minor,-5.51db,0%,79%,24%,85%,77%,12%,0%,15th October 2020,QZMEP2053836
7792,Birthday,Katy Perry,03:35,126,B Major,-5.12db,63%,67%,7%,72%,84%,11%,0%,18th October 2013,USUM71311293
7793,Equilibrium - Original Remaster 2013,"Anthony Schoonhoven, Georgio Schultz",07:58,130,G# Minor,-8.18db,0%,89%,5%,65%,55%,6%,87%,3rd July 2017,US83Z1780875
7794,No. 1 Party Anthem,Arctic Monkeys,04:03,115,C Major,-5.56db,66%,70%,3%,51%,60%,10%,9%,1st January 2013,GBCEL1300367
7795,Duel 2013 - Original Mix,DJ Platinum Hand,06:09,130,F Minor,-5.92db,0%,89%,5%,69%,10%,6%,45%,31st December 2013,GBKQU1318016
7796,Bad - Remix,"Wale, Rihanna",03:58,114,F# Minor,-6.59db,46%,70%,7%,81%,45%,11%,0%,3rd June 2013,USAT21301460
7797,The Sun Shining - 2013,M.K.,02:34,129,C Major,-18.97db,0%,32%,4%,67%,7%,13%,90%,12th January 2014,DEHY11400075
7798,Silver and Gold,Fat Freddy's Drop,06:10,100,F# Minor,-6.66db,32%,59%,8%,74%,61%,32%,2%,21st June 2021,NZDP01300004
7799,Own Time - Edit 2013,"Christian Craken, Katerina",07:06,126,A# Minor,-10.15db,0%,50%,6%,81%,44%,6%,92%,27th August 2013,GBKQU1355781
7800,Holding on to You,Twenty One Pilots,04:23,90,B Major,-3.64db,67%,78%,5%,61%,81%,7%,0%,8th January 2013,USAT21202943
7801,Dance Go Go - 2013,M.K.,02:15,126,A# Minor,-14.16db,0%,65%,5%,75%,27%,11%,83%,12th January 2014,DEHY11400072
7802,Of The Night,Bastille,03:34,125,F Minor,-7.2db,63%,83%,4%,67%,35%,9%,0%,1st January 2013,GBUM71306498
7803,Revolution - Acoustic Edit August 2013,Joy/Disaster,03:31,140,F Major,-4.91db,0%,69%,3%,52%,32%,11%,0%,11th September 2014,FR26V1401656
7804,Raspberry,Grouplove,03:16,105,D# Major,-5.02db,66%,78%,5%,49%,45%,13%,0%,17th September 2013,USAT21301610
7805,Poltergeist - Acoustic Edit May 2013,Joy/Disaster,02:31,80,F Major,-10.73db,0%,46%,4%,59%,52%,7%,0%,11th September 2014,FR26V1401654
7806,Away With Me - Calibre Remix,"SpectraSoul, Tamara Blessa",05:14,174,C# Major,-6.05db,48%,73%,7%,71%,32%,10%,51%,21st July 2013,GBPWR1200210
7807,Geno's Cheesesteaks (2013),"Todd Glass, Blake Wexler",03:05,62,D Major,-13.09db,0%,54%,96%,62%,23%,85%,0%,12th January 2018,TCADK1727441
7808,Simple Things,Ziggy Alberts,04:25,133,C# Major,-14.74db,56%,45%,5%,48%,58%,12%,0%,3rd October 2013,TCABR1302576
7809,Serves You Right (2013),Adam Gardner,02:52,138,E Minor,-16.86db,0%,18%,6%,64%,48%,9%,1%,16th December 2015,CH6451505925
7810,Strong,One Direction,03:04,115,C Major,-7.31db,69%,66%,4%,74%,34%,9%,0%,25th November 2013,GBHMU1300215
7811,Yearning,Stephon Fullerton,03:54,104,D Major,-7.94db,0%,38%,5%,58%,14%,28%,0%,20th May 2020,QZHN42078921
7812,Girls,The 1975,04:14,108,B Major,-4.98db,58%,91%,5%,66%,91%,47%,0%,20th June 2021,GBK3W1000200
7813,Outro - A Matter Of What You Believe In - A State Of Trance Year Mix 2...,Armin van Buuren,00:47,60,C# Major,-14.64db,0%,67%,41%,39%,86%,63%,0%,3rd January 2014,NLS241204310
7814,"Lord, I Need You",Matt Maher,03:25,75,A# Major,-7db,63%,45%,3%,46%,19%,9%,0%,19th April 2013,USA5W1300008
7815,Promised Land 2013 - Ondagroove Remix,"Anthony Thomas, Kim Jay",07:39,127,C Major,-5.58db,0%,84%,6%,69%,65%,2%,0%,14th July 2014,GBKQU1376062
7816,Sleepwalking,Bring Me The Horizon,03:50,149,D Minor,-3.26db,60%,96%,10%,40%,34%,23%,0%,1st April 2013,GBARL1202418
7817,The Winter Ends - Demo January 2013,Joy/Disaster,04:28,200,G Major,-8.38db,0%,70%,5%,34%,18%,13%,4%,11th September 2014,FR26V1401650
7818,Fallingforyou,The 1975,04:00,170,C# Major,-15.75db,61%,28%,5%,26%,9%,33%,0%,20th June 2021,GBK3W1000187
7819,Dancing in Sadness - Demo May 2013,Joy/Disaster,04:36,110,G Major,-7.04db,0%,54%,3%,51%,29%,9%,25%,11th September 2014,FR26V1401653
7820,Legacy,Eminem,04:56,164,A Minor,-3.71db,62%,90%,47%,66%,53%,20%,0%,5th November 2013,USUM71314077
7821,Ibiza in Trance 2013,DJ Ultimate Bass,06:36,138,F Minor,-8.98db,0%,98%,5%,50%,50%,35%,87%,21st October 2013,GB4BZ1330098
7822,Buzzcut Season,Lorde,04:06,111,C# Major,-10.53db,61%,62%,8%,73%,25%,12%,31%,27th September 2013,NZUM71300123
7823,Only Teardrops (Denmark Eurovision Entry 2013),Jogging & Running,03:05,111,C Major,-3.64db,0%,89%,4%,54%,10%,9%,0%,18th January 2021,GBPS83844748
7824,Slow Wind,Swiss,03:44,84,G Minor,-3.69db,38%,79%,5%,70%,76%,16%,0%,1st January 2013,NZDR01200008
7825,Let It Bleed - Demo March 2013,Joy/Disaster,03:35,130,C Major,-5.65db,0%,87%,4%,64%,70%,35%,1%,11th September 2014,FR26V1401652
7826,Mirrors - Radio Edit,Justin Timberlake,04:37,77,G# Major,-5.7db,63%,60%,5%,58%,65%,43%,0%,11th February 2013,USRC11300246
7827,Low Key 2013 - Original Mix,Prime Suspects,04:28,150,B Major,-6.12db,0%,97%,7%,55%,59%,5%,29%,19th August 2013,AU9G31303702
7828,Can't Raise a Man,K. Michelle,03:28,152,F Major,-5.22db,57%,68%,6%,62%,18%,7%,0%,5th August 2013,USAT21302085
7829,Getting Too Drunk (2013),"Todd Glass, Blake Wexler",00:20,68,G# Major,-13.73db,0%,28%,51%,78%,96%,30%,0%,12th January 2018,TCADK1727419
7830,Tattooed Heart,Ariana Grande,03:14,72,G Major,-4.16db,59%,52%,3%,54%,32%,14%,0%,1st January 2013,USUM71310263
7831,Shitty Blues (Fall 2013),A River of Trees,01:12,108,G Major,-5.53db,0%,93%,9%,73%,87%,27%,81%,31st December 2020,QZK6N2066092
7832,LVL,A$AP Rocky,03:40,120,F Minor,-6.76db,62%,43%,5%,60%,10%,12%,0%,20th June 2021,USRC11201447
7833,Only Teardrops (Denmark Eurovision Entry 2013),Jogging & Running,03:05,111,C Major,-3.64db,0%,89%,4%,54%,10%,9%,0%,4th January 2021,GBPS83844748
7834,Auright,"Fiji, Irie Love",03:48,150,A# Major,-7.11db,40%,75%,7%,70%,95%,9%,0%,20th June 2021,TCACP1618221
7835,Keep It to Myself (2013),Adam Gardner,02:36,139,D Major,-16.89db,0%,24%,3%,62%,24%,15%,0%,16th December 2015,CH6451505933
7836,human,Christina Perri,04:10,144,G# Major,-6.29db,62%,49%,4%,44%,25%,11%,0%,18th November 2013,USAT21304202
7837,Only Teardrops (Denmark Eurovision Entry 2013),Jogging & Running,03:05,111,C Major,-3.64db,0%,89%,4%,54%,10%,9%,0%,11th January 2021,GBPS83844748
7838,Highway Don't Care,"Tim McGraw, Taylor Swift, Keith Urban",04:36,158,D Major,-5.35db,65%,79%,4%,48%,51%,8%,0%,1st January 2013,USCJY1218027
7839,Trick of the Mind (2013),Adam Gardner,03:47,126,C# Major,-17.84db,0%,17%,3%,57%,14%,13%,0%,16th December 2015,CH6451505918
7840,Melbourne Sound,"Matty Lincoln, Mandas",04:50,128,C Major,-6.77db,51%,84%,30%,88%,51%,15%,0%,11th April 2013,DEY470918548
7841,Sonic - The 2013 Update Mix,Mykel Mars,07:15,128,F Minor,-6.97db,0%,84%,4%,57%,47%,5%,92%,21st December 2014,DEAR41325809
7842,Papaoutai,Stromae,03:52,116,A# Minor,-7.26db,55%,81%,8%,73%,25%,6%,0%,1st January 2013,BET671300160
7843,Hard Attack - 2013 Unfinished Demo Version,Noisuf-X,02:18,140,A# Minor,-4.96db,2%,100%,7%,58%,72%,7%,90%,30th April 2015,DEOV41500273
7844,PMW (All I Really Need),"A$AP Rocky, ScHoolboy Q",03:54,130,C# Major,-4.54db,61%,75%,5%,71%,29%,31%,0%,20th June 2021,USRC11201445
7845,Theme Music [2013],Antonio Teoli,00:50,141,F# Major,-9.17db,0%,59%,4%,31%,18%,7%,64%,14th August 2015,ushm21533650
7846,Last Night (Beer Fear),Lucy Spraggan,02:13,92,C# Major,-3.88db,61%,79%,24%,46%,92%,13%,0%,7th October 2013,GBHMU1300149
7847,Higher Still (2013 Demo),Abandon Kansas,04:22,101,A Major,-17.78db,0%,24%,6%,29%,4%,4%,73%,4th December 2007,TCADI1757647
7848,Class of 2013,Mitski,01:49,126,C Major,-10.64db,67%,22%,4%,44%,12%,10%,0%,1st August 2013,ushm81309669
7849,Crime of the Century (2013),Adam Gardner,05:23,103,F# Major,-18.47db,0%,7%,4%,52%,26%,8%,0%,16th December 2015,CH6451505961
